,Marital status,Application mode,Application order,Course,Daytime/evening attendance,Previous qualification,Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target,Binned 1st Semester,Binned 2nd Semester
4085,1,15,1,8,1,14,1,1,1,1,1,1,0,1,0,0,0,36,0,2,6,9,6,12.0,0,1,6,8,3,14.666666666666666,0,12.4,0.5,1.79,Dropout,Average GPA,Above Average GPA
4086,1,12,1,3,0,12,1,1,1,1,1,0,0,0,1,0,1,32,0,0,6,7,6,12.666666666666666,0,0,6,7,6,13.333333333333334,0,12.7,3.7,-1.7,Graduate,Average GPA,Average GPA
4089,2,14,1,3,0,10,1,2,2,2,2,0,0,0,0,0,0,34,0,3,7,13,3,12.0,0,2,7,15,1,13.0,1,9.4,-0.8,-3.12,Dropout,Average GPA,Average GPA
4090,2,12,1,3,0,1,1,2,2,2,2,0,0,0,1,0,0,33,0,0,6,10,5,11.4,0,1,6,7,6,11.166666666666666,0,7.6,2.6,0.32,Graduate,Low GPA,Low GPA
4091,1,14,1,17,0,1,1,1,1,1,1,0,0,1,0,0,0,29,0,0,5,15,2,13.25,0,0,5,12,3,12.6,3,16.2,0.3,-0.92,Dropout,Average GPA,Average GPA
4092,1,1,1,12,1,1,1,1,1,1,1,0,0,0,1,0,0,18,0,0,7,7,6,13.861666666666666,0,0,8,16,0,0.0,1,12.4,0.5,1.79,Dropout,Average GPA,Very Low GPA
4093,1,1,1,15,1,1,1,1,1,1,1,0,0,0,1,0,1,18,0,0,6,6,6,12.166666666666666,0,0,6,7,6,12.142857142857142,0,15.5,2.8,-4.06,Graduate,Average GPA,Average GPA
4094,2,4,1,10,1,3,1,2,2,2,2,0,0,0,1,0,0,38,0,0,6,17,4,13.75,0,0,6,15,6,14.5,0,16.2,0.3,-0.92,Graduate,Average GPA,Above Average GPA
4095,1,1,4,12,1,1,1,1,1,1,1,1,0,0,1,0,1,19,0,0,7,7,6,15.433333333333332,0,0,7,7,6,15.433333333333332,0,7.6,2.6,0.32,Graduate,Above Average GPA,Above Average GPA
4096,4,12,1,3,0,12,1,4,4,4,4,0,0,0,1,0,1,39,0,0,6,6,6,13.833333333333334,0,0,6,6,6,15.5,0,11.1,0.6,2.02,Graduate,Average GPA,Above Average GPA
4097,1,14,1,17,0,3,1,1,1,1,1,0,0,0,1,0,0,37,0,7,14,21,12,11.833333333333334,0,11,12,15,11,11.363636363636363,0,12.7,3.7,-1.7,Graduate,Low GPA,Low GPA
4098,1,8,2,13,1,1,1,1,1,1,1,1,0,0,1,0,0,32,0,0,7,7,0,0.0,0,0,8,8,0,0.0,0,16.2,0.3,-0.92,Dropout,Very Low GPA,Very Low GPA
4099,1,9,1,10,1,1,1,1,1,1,1,0,0,0,1,0,0,18,0,0,1,1,0,0.0,1,0,6,0,0,0.0,0,10.8,1.4,1.74,Dropout,Very Low GPA,Very Low GPA
4101,1,1,5,5,1,1,1,1,1,1,1,1,0,0,1,0,0,20,0,0,6,6,6,11.166666666666666,0,0,6,6,6,12.166666666666666,0,7.6,2.6,0.32,Graduate,Low GPA,Average GPA
4102,1,8,1,6,1,1,1,1,1,1,1,1,0,0,1,0,1,23,0,0,6,6,6,14.666666666666666,0,0,6,8,6,12.428571428571429,0,8.9,1.4,3.51,Graduate,Above Average GPA,Average GPA
4104,1,1,1,10,1,1,1,1,1,1,1,0,0,0,1,0,0,18,0,0,6,9,6,13.714285714285714,0,0,6,6,6,14.166666666666666,0,13.9,-0.3,0.79,Graduate,Average GPA,Above Average GPA
4105,1,1,1,9,1,1,1,1,1,1,1,1,0,0,1,1,0,19,0,0,5,5,5,12.8,0,0,5,10,5,11.444444444444445,0,10.8,1.4,1.74,Graduate,Average GPA,Low GPA
4106,1,8,4,15,1,1,1,1,1,1,1,1,0,0,1,0,0,20,0,0,6,9,4,13.25,0,0,6,11,5,11.8,0,12.4,0.5,1.79,Graduate,Average GPA,Low GPA
4107,1,1,6,12,1,1,1,1,1,1,1,1,0,0,1,0,0,19,0,0,8,10,6,13.78,1,0,8,10,6,13.78,1,9.4,-0.8,-3.12,Dropout,Average GPA,Average GPA
4108,1,8,3,12,1,1,1,1,1,1,1,1,0,0,1,0,0,19,0,0,8,8,7,15.11,0,0,8,8,7,15.11,0,10.8,1.4,1.74,Graduate,Above Average GPA,Above Average GPA
4109,1,1,2,10,1,1,1,1,1,1,1,0,0,0,1,0,0,18,0,0,6,10,4,11.0,0,0,6,8,5,11.2,0,10.8,1.4,1.74,Graduate,Low GPA,Low GPA
4110,1,1,1,12,1,1,1,1,1,1,1,1,0,0,1,0,1,20,0,0,8,8,7,15.798571428571426,0,0,8,8,7,15.798571428571426,0,10.8,1.4,1.74,Graduate,Above Average GPA,Above Average GPA
4111,1,1,3,12,1,1,1,1,1,1,1,1,0,0,1,0,0,20,0,0,7,7,7,13.775714285714288,0,0,8,8,8,15.599999999999998,0,12.4,0.5,1.79,Graduate,Average GPA,Above Average GPA
4112,4,12,1,12,1,1,1,4,4,4,4,1,0,0,1,0,0,24,0,0,8,11,7,12.16,0,0,8,11,7,12.16,0,10.8,1.4,1.74,Graduate,Average GPA,Average GPA
4113,4,12,2,13,1,1,1,4,4,4,4,1,0,0,1,0,0,24,0,0,7,0,0,0.0,0,0,7,0,0,0.0,0,10.8,1.4,1.74,Dropout,Very Low GPA,Very Low GPA
4114,1,8,2,15,1,1,1,1,1,1,1,1,0,0,1,0,0,20,0,0,6,6,6,14.333333333333334,0,0,6,6,6,15.5,0,12.4,0.5,1.79,Graduate,Above Average GPA,Above Average GPA
4117,1,1,1,12,1,1,1,1,1,1,1,0,0,0,1,0,0,18,0,0,8,8,7,14.2,0,0,8,8,7,14.2,0,12.7,3.7,-1.7,Graduate,Above Average GPA,Above Average GPA
4118,1,1,1,6,1,1,1,1,1,1,1,1,0,0,1,0,0,21,0,0,5,6,5,12.2,0,0,5,5,5,13.2,0,10.8,1.4,1.74,Graduate,Average GPA,Average GPA
4119,1,8,1,16,1,1,1,1,1,1,1,1,0,0,1,0,0,18,0,0,6,10,4,13.0,0,0,6,9,5,13.666666666666666,0,9.4,-0.8,-3.12,Graduate,Average GPA,Average GPA
4120,1,8,5,12,1,1,1,1,1,1,1,1,0,0,1,0,1,19,0,0,8,8,7,12.485714285714286,0,0,8,8,7,12.485714285714286,0,12.7,3.7,-1.7,Graduate,Average GPA,Average GPA
4121,1,4,1,6,1,15,1,1,1,1,1,1,0,0,1,0,0,22,0,0,6,7,6,17.0,0,0,6,7,6,16.285714285714285,0,11.1,0.6,2.02,Graduate,High GPA,High GPA
4122,1,8,3,10,1,1,1,1,1,1,1,1,0,0,1,0,0,19,0,0,6,7,5,10.8,0,0,6,9,6,10.166666666666666,0,8.9,1.4,3.51,Graduate,Low GPA,Low GPA
4123,1,1,3,12,1,1,3,1,1,1,1,1,0,0,1,0,0,18,1,0,7,7,6,14.716666666666669,0,0,7,7,6,14.716666666666669,0,7.6,2.6,0.32,Graduate,Above Average GPA,Above Average GPA
4127,1,1,1,3,0,1,1,1,1,1,1,0,0,0,1,0,0,34,0,0,6,7,6,12.333333333333334,0,0,6,6,6,11.666666666666666,0,10.8,1.4,1.74,Graduate,Average GPA,Low GPA
4128,1,8,5,6,1,1,1,1,1,1,1,1,0,0,1,0,0,19,0,0,12,22,6,15.307692307692308,0,0,10,13,6,13.875,0,15.5,2.8,-4.06,Graduate,Above Average GPA,Average GPA
4129,1,1,1,12,1,1,1,1,1,1,1,1,0,0,1,0,1,18,0,0,7,7,6,12.666666666666666,0,0,7,7,6,12.666666666666666,0,7.6,2.6,0.32,Graduate,Average GPA,Average GPA
4130,1,1,5,12,1,1,1,1,1,1,1,1,0,0,1,0,1,19,0,0,7,10,7,14.368,0,0,8,8,8,14.44875,0,15.5,2.8,-4.06,Graduate,Above Average GPA,Above Average GPA
4131,1,12,1,12,1,1,1,1,1,1,1,0,0,0,1,0,0,25,0,0,8,8,7,12.084285714285716,0,0,8,8,7,12.084285714285716,0,10.8,1.4,1.74,Graduate,Average GPA,Average GPA
4134,1,1,1,10,1,1,1,1,1,1,1,0,0,0,1,0,1,18,0,0,6,12,4,11.0,0,0,6,9,6,11.5,0,9.4,-0.8,-3.12,Graduate,Low GPA,Low GPA
4135,1,1,1,3,0,1,1,1,1,1,1,1,0,0,1,0,0,28,0,0,6,8,5,12.8,0,0,6,8,5,11.0,0,9.4,-0.8,-3.12,Graduate,Average GPA,Low GPA
4136,5,14,1,12,1,1,1,5,5,5,5,0,0,0,1,0,1,18,0,0,8,8,7,11.857142857142858,0,0,8,8,7,11.857142857142858,0,12.7,3.7,-1.7,Graduate,Low GPA,Low GPA
4137,2,12,1,11,1,1,1,2,2,2,2,0,0,0,1,0,0,41,0,0,6,8,6,12.285714285714286,0,0,6,10,5,13.0,0,8.9,1.4,3.51,Graduate,Average GPA,Average GPA
4138,1,8,2,16,1,1,1,1,1,1,1,0,0,0,1,0,0,18,0,0,6,11,3,12.333333333333334,0,0,6,11,4,13.5,0,7.6,2.6,0.32,Dropout,Average GPA,Average GPA
4139,1,8,1,10,1,1,1,1,1,1,1,0,0,0,1,0,1,21,0,0,6,11,4,11.25,0,0,6,12,4,11.4,0,15.5,2.8,-4.06,Graduate,Low GPA,Low GPA
4140,4,4,1,10,1,15,1,4,4,4,4,0,0,1,1,0,0,41,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,11.1,0.6,2.02,Dropout,Very Low GPA,Very Low GPA
4141,1,4,1,5,1,3,1,1,1,1,1,1,0,0,1,0,0,32,0,0,3,3,2,16.0,0,0,3,3,1,16.0,0,7.6,2.6,0.32,Dropout,High GPA,High GPA
4142,1,14,1,3,0,9,1,1,1,1,1,0,0,0,1,0,0,29,0,0,6,10,6,11.666666666666666,0,0,6,7,6,11.0,0,7.6,2.6,0.32,Graduate,Low GPA,Low GPA
4145,1,1,1,10,1,1,1,1,1,1,1,0,0,0,1,0,0,21,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,15.5,2.8,-4.06,Dropout,Very Low GPA,Very Low GPA
4146,2,12,1,12,1,12,1,2,2,2,2,1,0,0,1,0,0,39,0,0,7,12,4,12.0,0,0,7,13,4,12.5625,0,11.1,0.6,2.02,Dropout,Average GPA,Average GPA
4149,1,14,3,12,1,1,1,1,1,1,1,0,0,0,1,0,0,21,0,11,14,26,12,13.417391304347827,1,11,14,26,12,13.417391304347827,1,7.6,2.6,0.32,Graduate,Average GPA,Average GPA
4150,1,1,1,15,1,1,1,1,1,1,1,1,0,0,1,0,0,18,0,0,6,6,6,15.166666666666666,0,0,6,7,6,14.857142857142858,0,7.6,2.6,0.32,Graduate,Above Average GPA,Above Average GPA
4151,1,12,1,4,1,1,1,1,1,1,1,0,0,1,1,0,0,34,0,0,6,10,5,13.833333333333334,0,0,6,13,5,12.5,0,16.2,0.3,-0.92,Graduate,Average GPA,Average GPA
4152,1,1,3,6,1,1,1,1,1,1,1,1,0,0,1,0,0,18,0,0,5,6,5,13.333333333333334,0,0,5,7,4,14.8,0,7.6,2.6,0.32,Graduate,Average GPA,Above Average GPA
4154,1,1,1,16,1,1,1,1,1,1,1,1,0,0,1,0,0,18,0,0,6,11,3,11.666666666666666,0,0,6,11,3,10.666666666666666,0,9.4,-0.8,-3.12,Dropout,Low GPA,Low GPA
4155,1,1,5,6,1,1,1,1,1,1,1,1,0,0,1,0,0,19,0,0,6,12,5,15.0,0,0,6,9,6,13.428571428571429,0,16.2,0.3,-0.92,Graduate,Above Average GPA,Average GPA
4157,1,1,5,8,1,1,1,1,1,1,1,1,0,0,1,0,0,19,0,0,5,13,1,13.0,0,0,5,7,2,12.5,0,12.7,3.7,-1.7,Dropout,Average GPA,Average GPA
4158,1,1,2,12,1,1,1,1,1,1,1,1,0,0,1,0,1,19,0,0,7,8,6,13.075,0,0,8,10,7,12.05,0,12.4,0.5,1.79,Graduate,Average GPA,Average GPA
4159,1,1,1,14,1,1,1,1,1,1,1,1,0,0,1,0,1,18,0,0,6,6,6,13.5,0,0,6,9,6,13.666666666666666,0,10.8,1.4,1.74,Graduate,Average GPA,Average GPA
4160,1,15,1,17,0,14,1,1,1,1,1,1,0,0,1,0,1,23,0,2,6,8,5,11.8,0,2,6,8,6,12.333333333333334,0,9.4,-0.8,-3.12,Graduate,Low GPA,Average GPA
4162,4,14,1,16,1,1,16,4,4,4,4,0,0,0,1,0,0,33,1,0,6,6,6,12.166666666666666,0,0,6,9,3,11.0,0,7.6,2.6,0.32,Dropout,Average GPA,Low GPA
4163,1,8,2,10,1,1,1,1,1,1,1,1,0,0,1,0,0,19,0,0,6,9,6,12.166666666666666,0,0,6,9,6,11.0,0,8.9,1.4,3.51,Graduate,Average GPA,Low GPA
4164,1,14,3,2,1,1,1,1,1,1,1,1,0,0,1,0,0,21,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,9.4,-0.8,-3.12,Dropout,Very Low GPA,Very Low GPA
4165,1,1,6,12,1,1,1,1,1,1,1,0,0,0,1,0,0,18,0,0,7,7,7,13.557142857142855,0,0,8,9,8,13.2,0,12.4,0.5,1.79,Graduate,Average GPA,Average GPA
4167,1,8,2,5,1,1,1,1,1,1,1,1,0,0,1,0,0,19,0,0,6,6,6,14.333333333333334,0,0,6,6,6,13.5,0,9.4,-0.8,-3.12,Graduate,Above Average GPA,Average GPA
4168,1,1,2,15,1,1,1,1,1,1,1,1,0,0,1,0,0,20,0,0,6,10,4,10.5,0,0,6,8,4,11.75,0,7.6,2.6,0.32,Graduate,Low GPA,Low GPA
4169,1,1,1,15,1,1,1,1,1,1,1,1,0,0,1,0,0,20,0,0,4,8,0,0.0,0,0,4,8,0,0.0,0,7.6,2.6,0.32,Dropout,Very Low GPA,Very Low GPA
4173,1,1,2,12,1,1,1,1,1,1,1,1,0,0,1,0,1,20,0,0,7,9,7,14.093333333333332,0,0,8,8,8,15.0,0,11.1,0.6,2.02,Graduate,Above Average GPA,Above Average GPA
4174,1,1,1,10,1,1,1,1,1,1,1,0,0,0,1,0,1,21,0,0,6,6,6,13.333333333333334,0,0,6,8,6,13.166666666666666,0,9.4,-0.8,-3.12,Graduate,Average GPA,Average GPA
4175,1,14,1,12,1,1,1,1,1,1,1,1,0,0,1,0,0,19,0,0,8,12,7,12.071428571428571,0,0,8,12,7,12.071428571428571,0,12.7,3.7,-1.7,Graduate,Average GPA,Average GPA
4176,1,1,3,11,1,1,1,1,1,1,1,1,0,0,1,0,1,18,0,0,6,6,6,12.666666666666666,0,0,6,6,6,12.5,0,12.4,0.5,1.79,Graduate,Average GPA,Average GPA
4178,1,1,2,12,1,1,1,1,1,1,1,1,0,0,1,0,1,21,0,0,7,9,7,13.2,0,0,8,9,7,13.2575,0,15.5,2.8,-4.06,Graduate,Average GPA,Average GPA
4179,1,8,4,12,1,1,1,1,1,1,1,1,0,0,1,0,1,18,0,0,7,8,7,14.15,0,0,8,8,8,14.51125,0,15.5,2.8,-4.06,Graduate,Above Average GPA,Above Average GPA
4181,1,14,1,16,1,1,1,1,1,1,1,0,0,1,0,0,0,28,0,0,6,0,0,0.0,0,0,5,10,0,0.0,0,10.8,1.4,1.74,Dropout,Very Low GPA,Very Low GPA
4182,1,12,1,13,1,1,1,1,1,1,1,0,0,0,1,0,0,36,0,0,7,13,5,12.2,0,0,7,14,3,11.4,0,11.1,0.6,2.02,Dropout,Average GPA,Low GPA
4183,1,1,1,6,1,1,1,1,1,1,1,1,0,0,1,0,0,20,0,0,5,6,5,14.8,1,0,5,6,5,14.0,0,12.7,3.7,-1.7,Graduate,Above Average GPA,Above Average GPA
4184,1,1,1,10,1,1,1,1,1,1,1,1,0,0,1,0,0,19,0,0,6,8,5,11.0,0,0,6,13,5,11.4,0,7.6,2.6,0.32,Graduate,Low GPA,Low GPA
4187,2,12,1,3,0,1,1,2,2,2,2,0,0,0,1,0,0,28,0,0,6,8,5,11.833333333333334,0,0,6,6,6,13.0,0,16.2,0.3,-0.92,Graduate,Low GPA,Average GPA
4188,1,1,1,14,1,1,1,1,1,1,1,0,0,0,1,0,0,20,0,0,5,7,4,11.75,0,0,5,7,5,11.8,1,7.6,2.6,0.32,Graduate,Low GPA,Low GPA
4189,1,13,1,11,1,1,1,1,1,1,1,1,0,0,1,0,0,28,0,8,14,22,12,12.333333333333334,0,3,12,20,8,12.0,0,9.4,-0.8,-3.12,Graduate,Average GPA,Average GPA
4190,1,14,1,17,0,14,1,1,1,1,1,0,0,0,1,0,0,24,0,3,10,16,3,11.666666666666666,0,3,10,24,6,11.833333333333334,0,9.4,-0.8,-3.12,Dropout,Low GPA,Low GPA
4193,1,8,2,11,1,1,1,1,1,1,1,0,0,0,1,0,1,18,0,0,6,7,6,11.285714285714286,0,0,6,9,4,13.5,0,16.2,0.3,-0.92,Graduate,Low GPA,Average GPA
4194,1,1,5,9,1,1,1,1,1,1,1,1,0,1,0,0,0,22,0,0,5,12,2,11.5,0,0,5,12,0,0.0,0,12.7,3.7,-1.7,Dropout,Low GPA,Very Low GPA
4195,1,1,5,11,1,1,1,1,1,1,1,1,0,0,1,0,1,18,0,0,6,10,6,11.666666666666666,0,0,6,10,4,12.25,0,9.4,-0.8,-3.12,Graduate,Low GPA,Average GPA
4196,1,1,1,12,1,1,1,1,1,1,1,0,0,0,1,0,1,21,0,0,8,8,7,13.514285714285714,0,0,8,8,7,13.514285714285714,0,12.7,3.7,-1.7,Graduate,Average GPA,Average GPA
4197,1,8,6,15,1,1,1,1,1,1,1,1,0,0,1,0,0,19,0,0,6,7,6,13.0,0,0,6,9,6,13.714285714285714,0,7.6,2.6,0.32,Graduate,Average GPA,Average GPA
4199,1,1,1,12,1,1,1,1,1,1,1,1,0,0,1,0,1,20,0,0,8,8,7,12.744285714285716,0,0,8,8,7,12.744285714285716,0,10.8,1.4,1.74,Graduate,Average GPA,Average GPA
4200,1,1,1,9,1,1,1,1,1,1,1,0,0,0,1,0,0,20,0,0,5,10,4,11.75,0,0,5,8,5,11.8,0,11.1,0.6,2.02,Graduate,Low GPA,Low GPA
4201,1,8,1,3,0,1,1,1,1,1,1,1,0,1,1,0,0,19,0,0,6,6,6,12.166666666666666,0,0,6,7,6,11.666666666666666,0,10.8,1.4,1.74,Graduate,Average GPA,Low GPA
4203,1,1,2,5,1,1,1,1,1,1,1,1,0,0,1,0,1,20,0,1,6,9,5,13.4,1,0,6,9,6,12.375,0,13.9,-0.3,0.79,Graduate,Average GPA,Average GPA
4204,1,1,1,10,1,1,1,1,1,1,1,1,0,0,1,0,0,20,0,0,6,9,5,11.8,0,0,6,10,4,11.5,0,7.6,2.6,0.32,Dropout,Low GPA,Low GPA
4205,1,1,3,12,1,1,1,1,1,1,1,1,0,0,1,0,0,19,0,0,7,7,6,13.533333333333331,0,0,7,7,6,13.533333333333331,0,7.6,2.6,0.32,Graduate,Average GPA,Average GPA
4206,1,1,1,11,1,1,1,1,1,1,1,1,0,0,1,0,1,18,0,0,6,7,6,14.166666666666666,0,0,6,10,4,14.0,0,15.5,2.8,-4.06,Graduate,Above Average GPA,Above Average GPA
4207,1,1,1,12,1,1,1,1,1,1,1,0,0,0,1,0,1,18,0,0,7,7,7,14.652857142857142,0,0,8,9,8,14.755555555555556,0,12.4,0.5,1.79,Graduate,Above Average GPA,Above Average GPA
4208,1,1,1,2,1,1,1,1,1,1,1,1,0,0,0,0,0,19,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,7.6,2.6,0.32,Dropout,Very Low GPA,Very Low GPA
4209,1,1,1,9,1,1,18,1,1,1,1,0,0,0,1,1,0,20,1,0,5,5,5,13.6,0,0,5,7,5,13.0,0,9.4,-0.8,-3.12,Graduate,Average GPA,Average GPA
4210,1,1,1,11,1,1,1,1,1,1,1,0,0,0,1,0,1,22,0,0,6,9,6,12.833333333333334,0,0,6,6,4,13.25,0,16.2,0.3,-0.92,Graduate,Average GPA,Average GPA
4211,1,1,1,10,1,1,1,1,1,1,1,1,0,0,1,0,1,18,0,0,6,6,6,14.666666666666666,0,0,6,6,6,15.166666666666666,0,9.4,-0.8,-3.12,Graduate,Above Average GPA,Above Average GPA
4212,1,8,2,15,1,1,1,1,1,1,1,1,0,0,1,0,0,19,0,0,6,6,6,13.333333333333334,0,0,6,6,6,14.666666666666666,0,12.4,0.5,1.79,Graduate,Average GPA,Above Average GPA
4213,1,1,1,10,1,1,1,1,1,1,1,0,0,0,0,0,1,20,0,0,6,10,5,13.4,0,0,6,9,5,11.4,0,10.8,1.4,1.74,Graduate,Average GPA,Low GPA
4214,1,1,2,12,1,1,1,1,1,1,1,1,0,0,1,0,1,19,0,0,7,9,7,13.3125,0,0,8,8,8,15.6375,0,13.9,-0.3,0.79,Graduate,Average GPA,Above Average GPA
4215,1,1,1,2,1,1,1,1,1,1,1,1,0,1,0,0,0,18,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,8.9,1.4,3.51,Dropout,Very Low GPA,Very Low GPA
4216,1,1,6,15,1,1,1,1,1,1,1,1,0,1,0,0,0,20,0,0,4,4,0,0.0,0,0,5,5,0,0.0,0,12.4,0.5,1.79,Dropout,Very Low GPA,Very Low GPA
4217,1,1,2,15,1,1,1,1,1,1,1,1,0,0,1,0,1,19,0,0,6,7,6,12.333333333333334,0,0,6,6,6,13.5,0,9.4,-0.8,-3.12,Graduate,Average GPA,Average GPA
4219,1,7,4,10,1,1,1,1,1,1,1,1,0,0,1,0,0,18,0,0,6,8,5,13.0,0,0,6,7,6,11.833333333333334,0,10.8,1.4,1.74,Graduate,Average GPA,Low GPA
4220,1,1,1,14,1,1,1,1,1,1,1,0,0,0,1,0,0,22,0,0,5,6,2,12.5,0,0,5,5,0,0.0,0,9.4,-0.8,-3.12,Dropout,Average GPA,Very Low GPA
4221,1,1,1,10,1,1,1,1,1,1,1,0,0,0,1,0,0,18,0,0,6,10,6,17.0,0,0,6,11,6,16.0,0,12.4,0.5,1.79,Graduate,High GPA,High GPA
4222,1,1,1,10,1,1,1,1,1,1,1,1,0,0,1,0,0,20,0,0,6,7,6,13.5,0,0,6,6,6,13.0,0,10.8,1.4,1.74,Graduate,Average GPA,Average GPA
4223,1,8,2,11,1,1,1,1,1,1,1,1,0,0,1,0,0,19,0,0,6,7,6,12.714285714285714,0,0,6,6,6,11.833333333333334,0,8.9,1.4,3.51,Graduate,Average GPA,Low GPA
4224,1,14,1,12,1,1,1,1,1,1,1,0,0,0,1,0,1,19,0,0,7,9,6,13.0,0,0,8,11,8,13.927272727272726,0,16.2,0.3,-0.92,Graduate,Average GPA,Average GPA
4225,1,15,1,10,1,14,1,1,1,1,1,0,0,0,1,0,0,21,0,3,6,7,6,12.571428571428571,0,2,6,6,6,13.5,0,12.4,0.5,1.79,Graduate,Average GPA,Average GPA
4226,1,8,2,3,0,1,1,1,1,1,1,1,0,0,1,0,1,19,0,0,6,10,4,11.5,0,0,6,11,6,11.5,0,9.4,-0.8,-3.12,Dropout,Low GPA,Low GPA
4227,1,1,6,10,1,1,1,1,1,1,1,1,0,0,1,0,1,19,0,0,6,6,6,13.5,0,0,6,7,6,13.285714285714286,0,11.1,0.6,2.02,Graduate,Average GPA,Average GPA
4229,2,12,1,6,1,1,1,2,2,2,2,0,0,0,0,0,1,28,0,0,5,14,1,12.0,3,0,5,5,0,0.0,5,9.4,-0.8,-3.12,Dropout,Average GPA,Very Low GPA
4230,2,14,1,12,1,1,1,2,2,2,2,0,0,0,1,0,0,28,0,0,7,8,7,14.95,0,0,8,8,8,14.7375,0,13.9,-0.3,0.79,Graduate,Above Average GPA,Above Average GPA
4232,1,14,1,14,1,1,1,1,1,1,1,0,0,1,0,0,0,19,0,0,6,13,3,10.666666666666666,0,0,6,6,4,12.25,0,15.5,2.8,-4.06,Dropout,Low GPA,Average GPA
4233,1,1,5,12,1,1,1,1,1,1,1,1,0,0,1,0,0,19,0,0,8,8,7,14.992857142857142,0,0,8,8,7,14.992857142857142,0,10.8,1.4,1.74,Graduate,Above Average GPA,Above Average GPA
4236,1,14,1,15,1,1,1,1,1,1,1,1,0,0,1,1,1,20,0,0,6,6,6,12.333333333333334,0,0,6,7,6,14.0,0,12.4,0.5,1.79,Graduate,Average GPA,Above Average GPA
4238,1,1,1,6,1,1,1,1,1,1,1,0,0,1,0,1,0,20,0,0,5,7,3,11.333333333333334,0,0,5,8,2,11.5,0,7.6,2.6,0.32,Dropout,Low GPA,Low GPA
4239,1,12,1,6,1,15,1,1,1,1,1,1,0,0,1,0,0,27,0,0,6,7,6,16.142857142857142,0,0,6,7,6,14.666666666666666,0,13.9,-0.3,0.79,Graduate,High GPA,Above Average GPA
4240,1,16,1,6,1,1,1,1,1,1,1,0,0,0,1,0,0,22,0,0,6,8,6,14.833333333333334,0,0,6,10,5,13.833333333333334,0,11.1,0.6,2.02,Graduate,Above Average GPA,Average GPA
4241,1,1,3,12,1,1,1,1,1,1,1,1,0,1,0,0,0,19,0,0,8,8,7,13.327142857142857,0,0,8,8,7,13.327142857142857,0,10.8,1.4,1.74,Dropout,Average GPA,Average GPA
4242,1,8,1,10,1,1,1,1,1,1,1,1,0,0,0,0,0,19,0,0,6,13,4,11.0,0,0,6,13,2,11.5,0,12.7,3.7,-1.7,Dropout,Low GPA,Low GPA
4244,1,1,1,2,1,1,1,1,1,1,1,1,0,0,1,0,0,19,0,6,12,13,12,12.333333333333334,0,4,11,12,10,12.727272727272728,0,8.9,1.4,3.51,Dropout,Average GPA,Average GPA
4245,1,9,4,16,1,1,1,1,1,1,1,1,0,1,0,0,0,20,0,0,7,9,0,0.0,0,0,6,6,0,0.0,0,11.1,0.6,2.02,Dropout,Very Low GPA,Very Low GPA
4246,2,14,1,17,0,1,1,2,2,2,2,0,0,0,0,0,0,39,0,11,15,15,12,11.916666666666666,0,8,13,14,8,11.25,0,10.8,1.4,1.74,Dropout,Low GPA,Low GPA
4247,2,12,2,3,0,12,1,2,2,2,2,0,0,1,1,0,0,37,0,0,6,9,6,11.833333333333334,0,0,6,7,6,11.0,0,7.6,2.6,0.32,Graduate,Low GPA,Low GPA
4248,2,12,1,12,1,3,1,2,2,2,2,0,0,1,0,0,0,30,0,3,7,11,3,12.333333333333334,0,3,7,9,3,11.666666666666666,0,13.9,-0.3,0.79,Dropout,Average GPA,Low GPA
4249,2,14,1,17,0,3,1,2,2,2,2,0,0,0,1,0,0,41,0,5,10,11,10,14.3,0,5,10,10,10,14.2,0,12.7,3.7,-1.7,Graduate,Above Average GPA,Above Average GPA
4250,4,12,1,12,1,12,1,4,4,4,4,0,0,0,0,0,0,40,0,0,8,11,5,11.832,4,0,8,11,5,11.832,4,9.4,-0.8,-3.12,Dropout,Low GPA,Low GPA
4251,1,1,1,9,1,1,1,1,1,1,1,0,0,0,1,0,0,20,0,0,5,13,2,10.0,1,0,5,10,0,0.0,0,9.4,-0.8,-3.12,Dropout,Low GPA,Very Low GPA
4252,2,1,1,17,0,1,1,2,2,2,2,0,0,0,1,0,0,28,0,0,5,5,5,12.0,0,0,5,6,5,11.6,0,7.6,2.6,0.32,Graduate,Average GPA,Low GPA
4253,1,9,2,16,1,1,1,1,1,1,1,1,0,1,0,0,0,19,0,0,7,11,5,12.2,0,0,7,13,0,0.0,0,12.4,0.5,1.79,Dropout,Average GPA,Very Low GPA
